,title,label
4066,"operating profit margin was 8.3 , compared to 11.8 a year earlier .",0
525,the revenues of the business reached nok 12 million for 2008 .,2
532,"uk sarantel to outsource part of its processes to elcoteq plant in estonia london , oct 13 , bns the british miniature antennas maker sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of elcoteq in the estonian capital tallinn .",2
481,calls to the switchboard and directory services have decreased significantly since our employees now have uptodate contact information from all their colleagues and customers on their phone and can place the call directly .,2
2174,"pretax loss totaled eur 0.3 mn , compared to a loss of eur 2.2 mn in the first quarter of 2005 .",1
988,"the sale , which will result in a gain of some eur 60 million in the second quarter of 2010 for oriolakd , supports the finnish company strategy to focus on pharmaceutical wholesale and retail operations .",1
2228,"the group consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons .",2
756,"benefon , a wireless and gps technology company , will supply karputer with its twig navigation platform , a gps satellite navigation and voice guidance service .",1
3665,lemcon has also signed a precontract for the purchase of the park entire 130hectare site .,1
4069,performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,0
736,"at the moment , valio is not worried , but if the ban continues for long , it may become quite a problem .",0
4820,"besides , as there is no depositor preference in finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added .",2
1266,it will provide heating in the form of hot water for the sawmill needs .,2
2897,"finnish drug distributor and wholesaler oriolakd oyj said on october 11 , 2006 it named anne kariniemi vice president of its logistics and sourcing department as of january 15 , 2007 .",2
1325,"rapala tournament fishing with all the major titles already out for the holidays , bargainpriced games such as rapala aim for a smaller audience .",2
318,1 february 2011 finnish textile and clothing company marimekko oyj hel mmo1v said today its preliminary operating profit grew to eur8 .2 m in 2010 from eur6 .3 m in 2009 .,1
3606,group net sales in the third quarter of 2007 totaled eur 142.3 mn and operating profit eur 4.3 mn .,2
3119,"seventythree of those also have more extensive training in products built on the latest archestra technologies , such as the wonderware system platform .",2
1743,"we are proud to welcome another distribution facility to north mississippi and the region known as the logistics center of the united states , said gray swoope , executive director of mda .",1
4317,"hk ruokatalo produces many turkey products , such as cold cuts .",2
3788,the company also equipped the sculptural complex rabochy i kolkhoznitsa a worker and a collective farmer in moscow with snow melting system .,2
1235,gunneflo will be responsible of oriolakd pharmaceutical trade business in sweden .,2
2016,"in 2006 the company net sales amounted to approximately eur259m and it has some 8,000 employees .",2
3752,"technopolis , st. petersburg telecommunications university and the russian support fund for legislative initiatives signed a protocol of intent in may of this year to set up a technopark in st. petersburg on the base of the st. petersburg telecommunications university .",2
1393,"the lemminkainen group , headquartered in helsinki , finland , operates in all sectors of the construction industry civil engineering , building contracting , technical building services and the building materials industry .",2
142,finnish bank of land reports its operating profit rose to eur 21.3 mn in the second quarter of 2009 from eur 6.1 mn in the corresponding period in 2008 .,1
1090,"the donations are granted to aalto university and the universities of helsinki , tampere , turku , eastern finland , jyv skyl , oulu and vaasa , and to polytechnics to be announced later .",2
3454,"virala oy ab was allocated by the board of directors an amount of eur 1,9 million which is eur 0,25 million lower than maximum announced on 12 30 2010 .",2
1328,"rk group , headquartered in vantaa , finland , is one of europe leading machinery rental services .",2
1164,"alexandria , va. , aug. 27 timo vataja of tampere , finland , virve inget of oulu , finland , have developed a computer program product with activating the right of use .",2
704,"asimilar agreement was signed between china mobile ltd. sehk 0941 and nyse chl , the largest mobile carrier , and thegps and social networking service provider , promoting gypsii service before beijing 2008 olympic games , according to thelatest news .",1
4315,"he found him again , however , after the driver was involved in a twocar accident .",2
2932,"helsinki , finland , sept. 18 , 2009 globe newswire ixonos plc expands the company smartphone r d services and establishes a new nextgeneration smartphone design unit in connection with ixonos site in jyvaeskylae .",1
375,"the company said that its investments in the new market areas resulted in sales increase in sweden , poland , russia and lithuania .",1
3324,the platform would continue to be the development framework for symbian and meego .,2
827,cash flow from operating activities is estimated to be positive .,1
2109,"for q2 2010 , consolidated earnings before tax totaled eur4 .5 m , compared to eur3 .9 m , and net profit was eur3 .2 m , compared to eur2 .9 m in the previous year .",1
409,"to our members and partners , the use of it will mostly be apparent in the increased efficiency of the results service , observes perttu puro from tradeka .",1
348,"net sales went up by 1 yearonyear to eur 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was eur 5.1 million on the review period .",1
4051,"the fair value change of investment properties was eur 15.8 mn , compared to eur 22.9 mn in the third quarter of 2009 .",0
2789,"alexandria , va. , may 23 matti harkonen and pentti sipponen , both of espoo , finland , osmo suovaniemi of helsinki , finland , and tapani tiusanen of vantaa , finland , have developed a paper web press device .",2
3457,"with the u.s. federal government putting a stake in the ground , vendors and their customers are focused on meeting the deadline .",2
2772,affectogenimap builds highly customised it solutions for its customers in finland and the baltic countries .,2
973,the buy recommendation was reiterated .,1
1319,production at the plant will be based on neste oil proprietary technology that can use a flexible input of any vegetable oil or animal fat .,2
3146,"teliasonera s subsidiary , the mobile operator emt in estonia , has created a world s first mobile identification service which makes it possible to vote via a mobile phone .",2
4064,operating loss amounted to eur 0.7 mn compared to a profit of eur 0.8 mn in the second quarter of 2005 .,0
2219,the diesel margin has remained high .,1
3792,the company expects its net sales for the whole 2009 to be at previous year levels .,2
2673,"the report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",2
739,our customer has been satisfied with basware invoice automation solution and extends the implementation to new geographies .,1
4331,mursula said they tried to gather macroeconomic perspective to see how malaysia was doing .,2
715,"earnings per share eps amounted to eur0 .98 , up from the loss of eur0 .02 .",1
264,"press release 9 october 2009 ruukki has signed a contract to deliver and install the steel structures for a bridge over the kyronsalmi strait in savonlinna , finland .",1
876,"profitability ebit was 13.9 , compared to 13.1 in the previousyear period .",1
4054,finnish bank of land landsbanken has issued a profit warning .,0
71,"so , the sales growth of cars considerably influence on the tires market .",2
2403,"also , westpac is to issue a benchmark , 18 month frn deal in euros .",2
4307,"at 3 37 p.m. eastern time , a block of 2,400 contracts changed hands at a bid price of 0.45 .",2
2621,the deal is subject to approval by the norwegian competition authorities .,2
4160,finnish stockmann group mail order unit hobby hall has launched a trial marketing campaign in russia .,2
3006,"last year , the firm also acquired realprojekti oy , a real estate development company , to advise capman on its property activities .",2
140,"according to finnish metso minerals , the value of the company orders has gone up to eur 1.9 bn in 12 months .",1
2275,finnish construction company lemminkainen oyj hel lem1s said yesterday that it would build a plastic film extrusion plant for packaging materials supplier ab rani plast oy at lemminkainen kaluga industrial park in russia .,2
2018,"in addition to the indian market , the new plant will serve salcomp customers globally , the company said .",1
3136,sunrise resources operates in russian nearshore development markets through its whollyowned russian subsidiary and has 80 of its personnel in russia .,2
1739,"i m pleased to receive the nomination committee request and confidence , says jon risfelt .",1
3590,finnish sports equipment company amer sports said it has decided to lay off 370 workers from its salomon division in france .,0
773,olvi has posted a strong set of figures for the first six months of this year .,1
3174,"the businesses to be divested offer dairy , edible fats , readymeal and icecream packaging to multinational and local customers .",2
3079,panostaja did not disclose the purchase price .,2
4646,sanoma news advertising sales decreased by 22 during the year .,0
402,"separately , yit corporation and austrian firm e ag last week signed an agreement on the sale of e building system service business in germany , austria , poland , the czech republic , hungary and romania for eur 55 mln .",1
3697,no service pricing details were disclosed .,2
605,"london afx shares in rautaruukki corp have been upgraded to hold from sell by abn amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",1
4484,the recruits who have completed the kretailer trainee program are qualified to start a career as independent retailers in kstores .,2
1213,"elisa corporation , headquartered in helsinki , is a finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services .",2
4662,"cash flow after investments amounted to eur45m , down from eur46m .",0
496,jacobs has been supporting storengy investment of developing storage sites since 2006 as owner engineer .,2
1824,"korean consumers are techsavvy and leading the pack in terms of design , gill hyunchang , president of motorola korea inc. , told dow jones newswires in an interview .",2
1855,l t has also made a commitment to redeem the remaining shares by the end of 2011 .,2
3447,"vaisala present weather detector measures visibility up to 20 km , as well as precipitation type and intensity .",2
1215,"entire paper mills may be set up , especially in the new eu member states .",2
2620,the customers will have an access to integrated propeller and gear packages from one source .,2
3131,"stockholm , 3 march 2011 about cybercom the cybercom group is a hightech consultancy that offers global sourcing for endtoend solutions .",2
60,the company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,2
814,"according to ceo kai telanne , the company newspapers achieved the best financial result ever .",1
894,"the buyer aims to thus reinforce its position in denmark , martela group managing director heikki martela said .",1
2438,each year the dividend is deducted from the subscription price .,2
147,finnish pharmaceuticals company orion net sales rose to eur 190mn in the first quarter of 2009 from eur 180mn in the first quarter of 2008 .,1
2296,profit for the period was eur 15.6 mn compared to eur 14.1 mn in 2007 .,1
59,"in sweden , gallerix accumulated sek denominated sales were down 1 and eur denominated sales were up 11 .",2
1058,mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .,2
4253,"the employeremployee talks concerned about 500 people , that is , the whole staff in finland .",2
263,passengerrelated revenue rose by 5.1 to eur 460.8 mn from eur 438.5 mn in 2009 .,1
4167,"alpina sports is a lebanon , new hampshire usa based distributor of e.g. alpina ski shoes and skis , exel ski poles , start ski waxes and now also peltonen crosscountry skis .",2
761,espoon kaupunki awarded contracts for personal care products .,1
1892,being successful requires providing a level of quality that satisfies our customers and partners .,2
4193,"fortum is looking to invest in several new production units , including a new wastefired unit at its brista combined heat and power chp plant and a biofuelsbased production unit at vartan chp plant .",2
4685,"adp news feb 12 , 2009 finnish construction company lemminkainen oyj hel lem1s said today its net profit decreased to eur 63.5 million usd 81.1 m for 2008 from eur 80.6 million for 2007 .",0
473,"after the transaction , alma media raised its stake in talentum to 30.65 of the shares and some 31.12 of voting rights .",1
2838,both sources said nokia would unveil its new phone codenamed tube on oct. 2 at an analyst and media event in london .,2
1098,the issuer is solely responsible for the content of this announcement .,2
3443,"upon completion of these transactions , metso stake will amount to more than 60 .",2
4256,"the gross area of eight houses will be 12,167 m2 .",2
4537,"he answers questions on how many visitors conversations gets , how big the team is and what the problems are when setting up social media channels .",2
1747,"also , it is bringing in the right kind of people to upgrade its human resources .",1
680,"profit before taxes amounted to eur 56.5 mn , down from eur 232.9 mn a year ago .",0
461,"under the terms of the offtake agreement with talvivaara , cameco will provide an upfront investment , to a maximum of 60 million , to cover the construction cost of the uranium extraction circuit .",1
2440,earnings per share were eur 0.04 0.06 .,2
2450,facades in riga 8 march 2010 finnish construction company yit oyj hel yty1v said today that it will build the frame and the facades in a tower construction project in riga .,2
14,"clothing retail chain sepp l sales increased by 8 to eur 155.2 mn , and operating profit rose to eur 31.1 mn from eur 17.1 mn in 2004 .",1
4247,the company is reportedly searching for a replacement for ceo ollipekka kallasvuo .,2
571,"following this increase huhtamaki registered share capital is eur360 .62 m and the number of shares outstanding is 106,063,320 .",2
1715,aspocomp has repaid its interest bearing liability to standard chartered bank and will use the rest of the consideration to partially repay its interest bearing liabilities in finland and to improve its liquidity .,1
2748,finnish power company fortum reports 89 of its electricity was generated without carbon dioxide emissions in 2007 .,2
1816,"the cl51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",1
4713,srv lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,0
3868,the net sales of the power plants business were eur 710.3 million in 2005 .,2
2915,"fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the warsaw stock exchange .",2
3867,the net sales of healthcare trade business in 2009 were eur 145.1 million eur 155.2 million and operating profit eur 8.9 million eur 7.9 million .,2
76,"other measures included increasing synergies and economies of scale within the grimaldi group and personnel adjustments , divestments and redelivery of excess tonnage .",2
1744,"we are very pleased to be working with fujitsu and ntt docomo to advance the progress of lte , said juergen walter , head of converged core , nokia siemens networks .",1
721,"earnings per share eps amounted to eur0 .03 , up from the loss of eur0 .08 .",1
1933,"we have sound experience of project deliveries for large multipurpose complexes and sports arenas , says sami eronen , svp , infrastructure and northern europe , ruukki construction .",2
3024,"martela said plans to expand its recycled furniture business elsewhere in finland , too .",1
2289,"mn , and pretax profit to eur 46.4 mn from eur 35.8 mn in the third quarter of 2006 .",1
2274,"finnish broadband data communication systems provider teleste oyj hel tlt1v said yesterday it returned to a net profit of eur 2.7 million usd 3.8 m for the first nine months of 2010 versus a net loss of eur 579,000 for the same period of 2009 .",1
2666,the plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,2
1443,"thus the group balance sheet will have about eur25 .8 m of goodwill , the company added .",2
222,its market share widened to 48.51 percent from 48.31 percent a year earlier .,1
1296,"of these shares 14,747,084 are held by the company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",2
3732,rim has revamped the blackberry os ui with the 6.0 version of the mobile operating system .,2
3111,"sampo housing loan bank , a unit of finland sampo bank , has priced its eur1bn usd1 .3 bn bond at 99.889 , reuters reported .",2
2969,"industry in asia pakistan , malaysia , taiwan and philippines today , global research data services is going to publish several market analyses about the cement markets in asia .",2
2066,they ve already allocated money for the inventory .,2
3270,the identity of the buyer is not yet known .,2
1225,"following the registration , the number of issued and outstanding shares of basware is 12,890,829 .",2
3518,"alexandria , va. , march 20 patrik flykt and timo alakoski , both of helsinki , finland , and tapio suihko and nadarajah asokan , both of espoo , finland , have developed a method of mobility support of internettype protocol traffic in a communication system .",2
1865,the company main shareholders lihakunta and itikka osuuskunta have both made a commitment to acquire shares worth eur 20mn .,2
97,net sales of finnish food industry company l nnen tehtaat continuing operations increased by 13 in 2008 to eur 349.1 mn from eur 309.6 mn in 2007 .,1
216,"in the fourth quarter of 2009 , orion net profit went up by 33.8 yearonyear to eur33m .",1
790,the objective of the planned measures is to achieve significant savings in the next few years .,1
4353,"the ntsb said investigators are set to conduct sight distance tests on july 18 , using trains similar to those involved in the accident .",2
1980,"kesko offers hilton to open a hotel on kalinisky prospect in a 18,000square metres building because of these difficulties .",2
780,stora enso owns 43 percent of bergvik and earns therefore sek 1.5 bn on the value appreciation .,1
500,one of the challenges in the oil production in the north sea is scale formation that can plug pipelines and halt production .,0
2270,"austin , texas , sept. 6 texas department of transportation awards contract for teleste video compression and distribution equipment .",1
3854,the firm builds components for mobile phones and other communications products .,2
618,4g allows customers to use mobile broadband services with speeds up to ten times higher than with today 3g .,1
930,we are pleased to deliver the basware invoice automation solution to a major retail company in the us .,1
2060,viking line manages well with its current ferries .,1
186,"editor note grimaldi generated a 1.7 bln euro 2.182 bln turnover in 2005 , ansa reported on may 29 , 2006 .",2
1077,"tekla structures bim building information modeling software is being developed according to a longterm plan of improved user experience , process , and functionality .",1
3402,the webcast may be followed online on the company website at www.ruukki.com investors .,2
4707,"pretax profit totaled eur 9.0 mn , down from eur 36.3 mn in 2007 .",0
4369,finnish industrial group ruukki group has brought counter action against finnish metal company rautaruukki in the dispute concerning the names of the companies .,0
3842,the eur17m contract includes both design and construction works .,2
1726,it will focus on improving its profitability next year by streamlining operations .,1
4659,"finnish scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of eur 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",0
2694,"through its partnership with finnish paulig danish subsidiary oscar , puljonki acquired a sales organization in the european market .",2
4505,"29 september , 2010 finnish waste management and recycling company lassila tikanoja expands its operations in russia by introducing its recently completed recycling plant in the city of dubna near moscow .",1
1730,the company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,1
3894,"the remaining amount will be funded through debt , the danish bank said .",2
950,"finnish construction group lemminkainen oyj hel lem1s said today it has won a contract to provide technical services for the nevsky centre shopping mall to be opened in november in st petersburg , russia .",1
4629,the company confirmed its estimate for lower revenue for the whole 2009 than the yearago eur 93.9 million usd 137.3 m as given in the interim report on august 5 .,0
4657,"finnish scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of eur 108.7 mn in the first half of 2008 , down from eur 111.1 mn a year earlier .",0
844,global banking news 28 september 2010 tieto corporation and pohjola bank pink pojlf are to cooperate on swift services .,1
3302,"the objective is that trading in the shares will commence on may 2 , 2007 .",2
3865,"the most significant capital expenditure items were in the global enterprise resource planning erp project , product development and production machines .",2
4807,the winner does not have to be present to win .,2
1596,"seppala transferred the sale to a greater extent than last year to february , and this is reflected on the january sales figures .",2
1523,"finnish diversified holding company aspo oyj said on september 8 , 2008 that it will sell the finnish tape business of its kaukomarkkinat unit to local oy telpak ab .",2
1189,"capman , an asset manager , has eur 3bn worth of assets under management in the nordic region .",2
3220,"the contract incorporates a convergent charging rating solution for voice and data , which includes internet , gprs , sms , mms and wap .",2
1841,"finland neste oil has been awarded the chemical industry federation of finland innovation award for its nexbtl technology , which enables biodiesel to be produced from vegetable oil and animal fat .",1
842,"forestries were also higher , driven by yesterday bullish analyst comment on stora enso in dagens industri , dealers said .",1
1376,the effect of the savings will be noticeable from the beginning of 2010 .,2
1779,"finnish it solutions provider affecto oyj said today that it has won a frame contract , valued at some eur2m , to implement the next phase of its insurance application for south african mutual federal insurance company limited m f .",1
2492,"itg share in the deal is estimated at some 500,000 euro 627,000 .",2
1689,"wayne greensmith , fiskars brands uk senior brand manager , said we have launched this as we want to give something back to the community .",2
105,"however , biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",1
443,share repurchase 11.01.2008 in the helsinki stock exchange on behalf of sampo plc danske bank as helsinki branch,2
4382,the air traffic of finland has been in stoppage since then .,0
4787,our superior customer centricity and expertise in digital services set us apart from our competitors .,1
3326,"the port facilities throughput is 250,000 teus and 7.5 mln tons of general cargo .",2
2739,"a total of 38,244 new citycon shares with a nominal value of eur 1.35 per share were subscribed on 19 april exercising the abc options based on the company stock option plan 1999 .",2
3989,"in the third quarter of fiscal 2008 efore swung to a net loss of eur 400,000 versus a net profit of eur 200,000 for the corresponding period of fiscal 2007 .",0
4821,"operating margin , however , slipped to 14.4 from 15.1 , dragged down by a poor performance in enterprise solutions .",0
3388,the use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,2
431,"in april 2005 , neste separated from its parent company , finnish energy company fortum , and became listed on the helsinki stock exchange .",2
3525,"among other industrial stocks , metso added 0.53 pct to 40.04 eur , wartsila b was down 0.77 pct at 47.87 eur and rautaruukki k was 1.08 pct lower at 37.56 eur .",2
1005,"once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it maintained .",2
2921,gearing was 43 compared to 67 in 2004 .,2
2657,the new organization consists of two business units charging messaging and finance administration .,2
4385,the situation of coated magazine printing paper will continue to be weak .,0
4278,the subscription period of amer sports 2002 warrant scheme will end on 31 december 2007 .,2
358,"operating profit totalled eur 83.0 mn , up from eur 23.5 mn yearonyear .",1
3571,"deutsche beteiligungs , as well as a private equity fund it manages , first bought 75 of mce in a secondary buyout from white plains , n.y. , financial investor andlinger co. in 2007 .",2
2930,he joined rautakirja in 1997 to lead one of its four business areas and took up the position of president and ceo in 2001 .,2
175,"both operating profit and turnover for the sixmonth period increased , respectively from eur0 .1 m and eur29 .0 m , as compared to the corresponding period a year ago .",1
4104,"the copying , republication or redistribution of afx news content , including by framing or similar means , is expressly prohibited without the prior written consent of afx news .",2
2823,"at the moment , there are approximately 20 vianor sales offices in russia .",2
4670,down to eur5 .9 m h1 09 3 august 2009 finnish media group ilkkayhtyma oyj hel ilk2s said today its net profit fell 45 on the year to eur5 .9 m in the first half of 2009 .,0
168,"both operating profit and net sales for the sixmonth period increased , respectively from eur18 .1 m and eur127 .6 m , as compared to the corresponding period in 2006 .",1
939,"finnish p yry has been awarded an engineering contract by cfr , the national railway company of romania .",1
1911,"sami sepp nen , ceo for elisa eesti , says the novel network allows fast mobile broadband for sparsely populated areas .",2
1621,"the company said that currently the french distribution unit ragot is located in loudeac , normandy , the distribution unit waterqueen and line supplier tortue in saint marcel in midfrance and the hook manufacturing unit vmc and hook distribution unit vmc europe in morvillars .",2
795,"our customers now have the chance to make bookings for all the services they want at one location , said mikko tuomainen , incharge of finnair internet sales .",1
3410,there are no substitutes to ac drives .,2
976,"the company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in finnish engineering group wartsila .",1
1274,"jun. 25 , 2008 boy genius report delivered by newstex the nokia nyse nok n78 , huh",2
3608,"guangdong , october 26 , sinocast nokia telecommunications dongguan branch entered into a letter of intent to open a nokia class in qingyuan polytechnic , qingyuan city of guangdong province .",2
897,the company also said that in poland a profitability program has been launched at the oborniki steel frame and sandwich panel plant .,1
2912,for the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the trade register .,2
1821,"tip of the week panfish like bluegills are great fun to catch , especially for children new to fishing .",2
184,diluted eps rose to eur3 .68 from eur0 .50 .,1
4625,"body the credit falls due february 24 , 2014 .",2
4270,"the project will be a 2 x 600 mw coalfired power plant , located some 420 km south of hanoi , the company said .",2
1544,"in the video above marimekko design manager , noora niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",2
3345,"the report profiles 158 companies including many key and niche players including major nonwovens manufacturers such as ahlstrom corporation , asahi kasei corporation , buckeye technologies , inc. , ei .",2
2007,both companies existing investment plans will be coordinated .,2
271,"profit for the period totaled eur 39.4 mn , up from eur 33.9 mn in the corresponding period in 2006 .",1
2687,their offering also covers localisation services related to production transfer to the finnish company customers that already have production in asian market or have made the decision to transfer production there .,2
2604,"the company us subsidiary vaisala inc. acquires aviation systems maintenance , inc asmi , a kansas , u.s. based airport service company with over 2.6 million usd net sales in 2008 .",2
1369,"the competition was received with great enthusiasm by the employees , he goes on .",1
1993,the layoffs were aimed at reaching an annual savings target of 1.5 billion euros 2 billion by the end of 2010 .,1
282,"section regional news the demand in finnair asian traffic , measured in passenger kilometers , was up 34.9 in august compare to last year .",1
648,"in the first nine months of 2010 , the company net loss narrowed to eur 415,000 from eur 7.4 million for the corresponding period of 2009 .",1
4727,commission income fell to eur 4.6 mn from eur 5.1 mn in the corresponding period in 2007 .,0
4169,"among the scandinavian companies present in st. petersburg , is also named the swedish concern ncc , which implements projects in the field of asphalt production , road and housing construction project swedish krona .",2
3831,"the ebrd is using its own funds to provide a 21.6 million a loan while the b portion of 10 million euros has been syndicated to two finnish commercial banks , nordea bank finland plc 7.7 million euros and pohjola bank plc 2.3 million euros .",2
3124,solidium now holds 5.0 per cent of the shares solidium oy has acquired 5.0 per cent of the shares in tieto corporation for approximately eur 58 million .,2
4172,antniemi refuted a report by the finnish daily turun sanomat as if the company was reorganizing its operations in the baltic countries .,2
693,also construction expenses have gone up in russia .,0
4430,"the period sales dropped to eur 30.6 million from eur 38.3 million , according to the interim report , released today .",0
2646,the majority of the company personnel in finland is temporarily laid off from one to six weeks in the period from february to june 2009 period .,0
2564,sponda plc annual general meeting decided on 23 march 2005 to establish a shareholders nomination committee to prepare proposals for the annual general meeting in 2006 on the composition of the board of directors and their remuneration .,2
996,these moderate but significant changes resulted in a significant 2432 reduction in the estimated cvd risk .,1
3617,in 2007 etteplan reported a turnover of eur125 .2 m.,2
668,upmkymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .,1
2902,"finnish investor scanfil oyj hel scf1v said last friday it has bought 57 million shares , or 32.96 , in norwegian contract electronics manufacturer kitron asa osl kit for nok 143.9 million usd 24.4 meur 18.1 m .",2
3277,"the major part of the deliveries include different ac and cxe amplifier solutions and products by belgian dinh telecom , a broadband solutions company acquired by teleste in the spring of 2007 .",2
3028,metsabotnia will sell 82.1 of its stake in the uruguayan companies and metsaliitto 5.5 .,2
3473,"compagnie de financement foncier is to issue a benchmark , 10 year covered deal in euros .",2
3100,radiation and today is a full service house expert in radiation and nuclear safety issues .,2
2659,"the order comprises all production lines for a plywood mill , company said in a statement received by lesprom network .",2
2368,"about 36 of this came from aspo chemicals , 39 from aspo shipping and 25 from aspo systems .",2
3087,"presentation materials will be posted on the company website www.seahawkdrilling.com in the investor relations section , on the webcast presentations tab .",2
1617,the company pledged that the new software would render emails and other documents much as they appear on desktop computers .,2
1620,"the company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .",2
4687,"adp news jan 22 , 2009 finnish mobile phones maker nokia oyj omx nok1v said today its operating profit decreased to eur 5 billion usd 6.5 bn for 2008 from eur 8 billion for 2007 .",0
2992,"jobs will not be transferred from finland , however .",1
1998,the low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,0
971,teleste and sentry 360 have formed an integration partnership between sentry s advanced 360degree immersive camera product line and teleste s enterprise video management systems .,1
4482,"in addition , a good biological durability is achieved .",2
3151,terms were not disclosed .,2
3709,"our customers include companies in the energy and process industry sectors , in particular .",2
2868,delivery is due in the second half of 2011 .,2
4120,"mr clausen , however , refused to comment the option that nordea would consider buying into citadele bank .",2
4790,"in the building and home improvement trade , sales decreased by 6.3 , totalling eur 154.1 mn .",0
1321,qpr product family is fully compatible with microsoft windows 7 operating system .,2
3110,salcomp manufacturing oy will pay eur 35 million in cash to salcomp in connection with the implementation of the sale and transfer of the business .,2
4138,"the size of the extension , 18.5 of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",2
4031,nokia siemens networks has struggled to make a profit in the past two years .,0
3359,"the share capital of biotie therapies corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",2
3521,all depends on financing .,2
3080,pharmaceutical market in belgium global research data services published recently a market analysis about the pharmaceutical markets in belgium .,2
2863,"currently , the plant operates on full capacity .",2
1511,"chargers manufactured under the new platform are suitable for mobile phones , navigators , digital cameras , bluetooth head sets , media players and other electronic devices .",2
4702,operating profit fell to eur 38.1 mn from eur 55.3 mn in 2007 .,0
1265,"it is the first oil company to join rspo and commits fully to sustainable sourcing of feedstocks for the production of its nexbtl biodiesel , it said .",2
3904,"the solution is demonstrated on a tablet developed by aava mobile as a multiwindow system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",2
2686,"the wireless industry is bracing itself for the iphone , which will launch on june 29 .",2
1020,"addus services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",2
1012,"a maximum of 20 employees , who work in karttakeskus and are responsible for producing geographic information services , will be affected , the company added .",2
4590,"comparable operating profit for the quarter decreased from eur510m while sales increased from eur860m , as compared to the third quarter 2007 .",0
2369,"about 72 of evraz group shares are owned by lanebrook , whose beneficiaries , on the one hand , are millhouse , the holding company for the assets of billionaire roman abramovich and his business partners 50 and evraz executives alexander abramov and alexander frolov 50 , on the other .",2
2482,"in addition a reduction of nine persons will be made through pension or other arrangements , the company added .",2
924,demand for sports equipment was good in 2005 .,1
2401,"alma media holds 70 of this company , the remaining shares being owned by the company key employees .",2
4345,the emerging markets that raisio has chosen to enter so far are marked by relatively low per capita food consumption .,2
1570,"on the other hand , finnish sawmills production has decreased even more .",0
3116,"schwalm at outotec.com eila paatela , vice president corporate communications tel. 358 20 529 2004 , mobile 358 400 817198 email eila .",2
1984,"the fivestorey , ecoefficient building will have a gross floor area of about 15,000 sq m. it will also include apartments .",2
3815,the customer is cooperative retailer osuuskauppa suursavo .,2
2813,"as of july 2 , 2007 , the market cap segments will be updated according to the average price in may 2007 .",2
602,"finnish cargotec kalmar , the business area providing container handling solutions , has been awarded an order for a further ten eone rubbertyred gantry rtg cranes from saigon newport company snp , in vietnam .",1
2203,the companies expect the first orders already in 2011 .,1
1433,the trade is in accordance with the agreement announced on 26 march 2008 .,2
2511,mobile data transfer is expected to increase explosively in the lte era .,2
3330,the previous offer was 3.4 of voting rights and 12.3 of capital .,2
748,this is a win for all oems targeting to develop wimax products .,1
2684,the transaction will take place without payment of merger consideration .,2
1826,"we are delighted to welcome elisa to our board of directors , said garry mcguire , ceo of rmg networks .",1
1845,fsecure online backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,2
4094,"cash flow from operations totalled eur 7.4 mn , compared to a negative eur 68.6 mn in the second quarter of 2008 .",1
